tick,type,king,knight,merc,amount,stake,p_knight,notes,trait,delta,invest,wealth_created,rv,threshold,employer,agent
33,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-18,,637949821730748448625820712272681719645513593729229079585179473200795353088,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-19,,701744803903823263358314453643882225198275721705353190252391287093509226496,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-20,,771919284294205579650783122389581225580840216743622243513861704660404928512,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-21,,849111212723626167745949764484607014550713469814783265156554008553811083264,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-22,,934022333995988744347093634458310827456732508267196528617134564839371309056,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-23,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-23,,1027424567395587658955254104378898798751458067622981244533922865893129322496,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-24,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-24,,1130167024135146364590602855104653345803025411591681774404702885627710930944,0.726,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-25,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-25,,1243183726548660960876212034140361791834275644221784888790098329620661141504,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-26,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-26,,1367502099203527217657637663453425525213912442760223629889407540862010785792,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-27,,1504252309123879818903048110374497412088146761449050803713123761238749216768,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-28,,1654677540036267921313706240836217818944118363181151073249660671072086786048,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-29,,1820145294039894733531802418157218045113056353763798712102164160464205905920,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-30,,2002159823443884206884982659972939849624361989140178583312380576510626496512,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-31,,2202375805788272507053127606545963168939641262467001252478394100452226498560,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-32,,2422613386367099958625695899574343928578866931359026693001607733346553561088,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-33,,2664874725003809874141363276582264544338649007436799236191618817541567152128,0.654,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-34,,2931362197504190982075852923664761664419670833767674348976005233005186514944,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-35,,3224498417254610240977242641930265385057847151260702036093905134584988696576,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-36,,3546948258980071104381162480224264369367422632270511987482996269764204036096,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-37,,3901643084878078054125474302347663252107955661381302934010996518461340909568,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-38,,4291807393365885779191119519632915800220646610461303101301946481167833235456,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-39,,4720988132702474196416427045697179826046502037391173159211841751005333028864,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-40,,5193086945972721776751874176165925362847361475246550727353325304385149861888,0.654,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-41,,5712395640569994677549181510328141893015039176294376935080005037080440733696,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-42,,6283635204626993984610295235461928528120333859807554376367706162509201276928,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-43,,6911998725089692499255400416563469832853216458148878426792830198224061988864,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-44,,7603198597598661909874744884118844370334747338080026521692412596325751717888,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-45,,8363518457358528422249828224328783915760640540120549678302252612516893949952,0.726,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-46,,9199870303094381746556224324458744969925332296481385402793376008606433935360,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-47,,10119857333403819117742824627409481695936819355548222681971216718070659678208,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-48,,11131843066744202957842760200938760515885012100498167976811930929229128007680,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-49,,12245027373418621646688991962042361025511420969385382252290130239359205507072,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-50,,13469530110760484293439304435943679790651190768672701234180041398132976648192,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-51,,14816483121836531597926603898244854890342845206726149592055949889991289602048,0.726,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-52,,16298131434020186686044917398857671029731640536793887577905137418341820923904,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-53,,17927944577422206318812235694137603457882059995170837849017447429851704197120,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-54,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-54,,19720739035164423736817370745570812719746081312362716589513204607251204014080,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-55,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-55,,21692812938680866110499107820127893991720689443598988248464525067976324415488,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-56,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-56,,23862094232548954649874671712929014041247269197354010099954570114125359218688,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-57,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-57,,26248303655803853650125836254000521637688599267647136658796613447682132803584,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-58,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-58,,28873134021384235158487113657823912500748437575621604271389089713747541360640,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-59,,31760447423522658674335825023606303750823281333183764698527998685122295496704,0.938,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-60,,34936492165874927112870278340351374993044957212362305203905588606103061528576,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-61,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-61,,38430141382462423680808612395963173793058474552388781777583332545416172404736,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-62,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-62,,42273155520708663477788602821175050305224974261767495919816875747489253163008,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-63,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-63,,46500471072779522112264850660139232734329428450363753405224193164832569032704,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-64,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-64,,51150518180057483322344383576498699042750088405910702870083377664955703623680,0.791,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-65,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-65,,56265569998063228440702733416168017863100912564176568112685727865865603383296,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-66,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-66,,61892126997869548713672135943400378782271656074734060888429510599983627239424,0.95,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-67,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-67,,68081339697656512583892397388085959695486538792718041101609226843621867651072,0.898,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-68,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-68,,74889473667422158700079895498125673930756497180269517140720569423046981451776,0.849,,,,,,,,,
33,bribe_insufficient_funds,K-00,,M-69,,,,,,,,,,310,,
33,defend_win,K-00,N-01,M-69,,82378421034164378426739191269514902624541168517086714908079811444054484320256,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-00,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-00,,90616263137580813698312239582081952019855937622935222363363002535991396270080,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-01,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-01,,99677889451338901495895640576251249389689900749879154688511277920761877102592,0.726,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-02,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-02,,109645678396472780075531285969146390426531825968496331997500850476729650642944,0.654,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-03,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-03,,120610246236120067081937462416406572504172725675856539321587700708042493394944,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-04,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-04,,132671270859732050650223371328587261950335868530700716934023360306629914394624,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-05,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-05,,145938397945705283997355287419674837683902280588232593018198386914446807138304,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-06,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-06,,160532237740275827823696041047948966655128595122216836533166965920702706745344,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-07,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-07,,176585461514303400321662161895206099852084063650997864044384502302898831491072,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-08,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-08,,194244007665733735211626636455957828103013774524377322377773372428251641675776,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-09,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-09,,213668408432307093306184075215246965710479065501654070402401969356265586950144,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-10,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-10,,235035249275537830918912061695000511820059797256281281833414856869046046949376,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-11,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-11,,258538774203091572873189334834349509127836213048146785448359701716454067929088,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-12,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-12,,284392651623400786724727426234242159117685484761885072774741053042407277330432,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-13,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-13,,312831916785740834543989719085053084623781860287751611625917677717025567277056,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-14,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-14,,344115108464314902571783466107251747883323959841365788575360705173916905111552,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-15,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-15,,378526619310746439108777487376896858280164615250985320072342996635742252302336,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-16,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-16,,416379281241821041882041303084435490233951512842321227511180655459819893817344,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-17,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-17,,458017209366003161496850658279185684460182750601714334475447461320613102092288,0.726,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-18,,503818930302603457077728757592028725969086243695004455638793887032926120443904,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-19,,554200823332863843923115566381382652440224431998267525771069916575715316203520,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-20,,609620905666150228315427123019520917684246875198094278348176908233286847823872,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-21,,670582996232765271715776801836548536389786344684785018467192919476363824463872,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-22,,737641295856041819456161448535278916965879761120144832598110531843748498767872,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-23,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-23,,811405425441645919126549727328504700914008609364634066721128303349130181214208,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-24,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-24,,892545967985810541892415149833968461411081643251419441819538614313665637122048,0.726,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-25,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-25,,981800564784391524090832282014600963272288070692476793006798354275913179332608,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-26,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-26,,1079980621262830758775143376276363167347976005629249721444271471382497664696320,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-27,,1187978683389113834652657713903999484082773606192174693588698618520747431165952,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-28,,1306776551728025238686730451809474959428165748778273475231766800792570466140160,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-29,,1437454206900827762555403496990422455370982323656100822754943480871827512754176,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-30,,1581199627590910600517364746234691281719424901922354841883032790218255139602432,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-31,,1739319590350001783981943019948613571514056083915878199776525991758570404708352,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-32,,1913251549385001777260874623307795186231428654605534209196393707156692818460672,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-33,,2104576704323501667023664554427517327734964572529749258137256591995886014300160,0.654,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-34,,2315034374755852450790240005322534868621904488789163552476931863787923371458560,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-35,,2546537812231437695869264005854788355484094937668079907724625050166715708604416,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-36,,2801191593454581218630506808259360867787127047832312151086707710146407777173504,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-37,,3081310752800038970255032091813937469697773677211679745079808713605579301453824,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-38,,3389441828080043319794288564326992809284076248204236589840152634200599652466688,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-39,,3728386010888047528360875621669238928589795181223372375118977975102169866567680,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-40,,4101224611976852692573102514137673360191070338683335858314842181007352690376704,0.654,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-41,,4511347073174537385903817703129325941970963477478992700188773427355135787401216,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-42,,4962481780491990877668515875261352212922682441624316222797270925053669863849984,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-43,,5458729958541190623637190391269904296202623708726949838171344270990982189678592,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-44,,6004602954395310015101820894638103156816722591069745818535651824806053078368256,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-45,,6605063249834839947034040725317986071768426187898892161610904345459747209609216,0.726,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-46,,7265569574818324517664039860271899433184482701761458121729547751758674102583296,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-47,,7992126532300157545357038908721204130742144867010280677860055498687493684854784,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-48,,8791339185530173135342287067472720328319441097976258247372474485198256718479360,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-49,,9670473104083190448876515774219992361151385207773884072109721933718082390327296,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-50,,10637520414491509658314623083762595812763441984286322977594280690447876964220928,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-51,,11701272455940661117797452588500668040530540949920106770174468449566623665225728,0.726,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-52,,12871399701534726900476286383109526413589758533442016450644742167807313362026496,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-53,,14158539671688199755074370753541083270445652642521268593982802947946031033090048,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-54,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-54,,15574393638857021046985453685860025321465563952653799439569775749604524815286272,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-55,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-55,,17131833002742721835280353197481194129636774302038775397338060817701086617927680,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-56,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-56,,18845016303016995664312945838435355697569634289593157919807732533051058628329472,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-57,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-57,,20729517933318693914340594565314057543351251672672069725599813279492273812275200,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-58,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-58,,22802469726650563305774654021845463297686376839939276698159794607441501193502720,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-59,,25082716699315617990847562102823967472485831966582699385239908434605787964243968,0.938,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-60,,27590988369247177815326849527659113633771396094420363344480860517770530742337536,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-61,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-61,,30350087206171898229666826194354692445099227795623207651306331583275365174345728,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-62,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-62,,33385095926789089369037154670754995413584496621065932402625657248466792370667520,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-63,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-63,,36723605519468001596949984780242579264881311397873535608359954240473198304952320,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-64,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-64,,40395966071414795174626753973442668571492712308258869238252487130201064741011456,0.791,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-65,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-65,,44435562678556277324896721084716602876592675630845564134455120856948952572887040,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-66,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-66,,48879118946411911639404622478012431784128673423332140478844095476963301224611840,0.95,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-67,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-67,,53767030841053096221326855440989506342664810536263334595785042490340177952636928,0.898,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-68,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-68,,59143733925158407159863186842053290700906637635770072041552239246238086426787840,0.849,,,,,,,,,
34,bribe_insufficient_funds,K-00,,M-69,,,,,,,,,,310,,
34,defend_win,K-00,N-01,M-69,,65058107317674247875849505526258619770997301399347079245707463170861895069466624,0.95,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-00,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-00,,71563918049441676612645393649778982920023069676922999128844287008539756613074944,0.898,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-01,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-01,,78720309854385848223120870585651382383951414782256511000294793229985404311044096,0.726,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-02,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-02,,86592340839824435678240249358146188070297248352242970072701657566711726099922944,0.654,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-03,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-03,,95251574923806883195275211864855308049253011325108479038537900843974570746576896,0.849,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-04,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-04,,104776732416187547819537107625973831822622083631772055190995225804821995601264640,0.95,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-05,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-05,,115254405657806309183509047673395383624761022224351280641038210919623648555827200,0.791,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-06,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-06,,126779846223586953265896411010383259226990584905590448567028957080224920200282112,0.849,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-07,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-07,,139457830845945653858100635539280920045591027579671109368486622815702974935859200,0.938,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-08,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-08,,153403613930540192915837781953912337570643209420030140581561434959995458851700736,0.938,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-09,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-09,,168743975323594228004265310432881576015411682912598002473981888538361692883517440,0.849,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-10,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-10,,185618372855953663968728300045818070856706311662661842583267002460836768960741376,0.938,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-11,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-11,,204180210141549006670335504625032870910820714003080755090197237583370413636845568,0.95,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-12,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-12,,224598231155703928399827388798973497585508322137475294378236041451529705862725632,0.849,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-13,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-13,,247058054271274287013315335397785170520700157158332320175153640418221518797930496,0.95,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-14,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-14,,271763859698401757839563536360438366739981246342338479750707164679688172402114560,0.791,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-15,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-15,,298940245668241933623519889996482203413979370976572327725777881147656989642326016,0.791,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-16,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-16,,328834270235066142782715629279708428443081460624794408332619979344789376753205248,0.849,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-17,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-17,,361717697258572751795372608779819936391488222503752233221127207251812751712976896,0.726,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-18,,397889466984430016443680702802083260238834276387084224653730387922082901453176832,0.95,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-19,,437678413682873049681736273649447595638126009126922342787632046879024567891787776,0.938,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-20,,481446255051160265134461982740783661971615078919747106005564161100182458516635648,0.898,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
35,defend_win,K-00,N-01,M-21,,529590880556276365366512349004892716711395965381024439832687357594578582385983488,0.938,,,,,,,,,
35,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
